,date,user,location,text,label
242,2021-03-19 04:01:46,urbanpearlgirl,Dallas TX USA,Brown Face Mask With Toggle Orange Face Mask Colorful Aboriginal Art Print Adjustable Over The Head Face Covering W… https://t.co/Y9KoQiMEXa,2
243,2021-03-17 17:35:51,luv_bedding,"2403 Thomas street, Hopkinsvil","Cartoon Summer Time 2 Filter Pm 2 G12006073V
Get It Here: https://t.co/I9t9h3kv2e
#bandana #mask #scarf #maskoff… https://t.co/o1FzJH4jV9",2
244,2021-03-22 15:55:26,VetrepreneurOne,"Far Rockaway Beach, NY 11691",https://t.co/jenYLYeXEQ It's #TooSoon to #GoTo #Normal w/o #FaceMasks😷 #People #Should #Wait for 2nd #Shot of… https://t.co/78lQzcGdJq,0
245,2021-03-17 16:18:03,Moomettes,"New England, USA",Apple Face Mask Blue Red Green Fruit Print Washable Reusable Double Layer Cotton Fabric Handmade in USA https://t.co/lRUVjcLDZL #facemask,4
246,2021-03-18 17:21:23,GoddessJulie41,United Kingdom,"No need to #shield after 31st March I have been told via 📧 just now.
#facemask at the ready 😷🥳🥳🥳🥳🥳🥳🥳
#HandsFaceSpace https://t.co/WLWnYAKOFA",0
247,2021-03-18 15:10:11,ag_geeks,"Philadelphia, PA","Super Villains 100%Cotton Face Mask with Filter Pocket https://t.co/IEEbpNiLfQ via @Etsy 
#HarleyQuinn #LGBTQ… https://t.co/Sy763rHDj9",4
248,2021-03-18 18:39:33,OutletSolace,,Excited to share the masks at my #etsy shop: Double Layer Face Mask - Light Blue Flowers https://t.co/xWd7Wn0hKi… https://t.co/LSR1o27PsD,0
249,2021-03-24 18:11:35,Moomettes,"New England, USA","Pink Brown Face Mask Abstract Reversible Adjustable Fitted Handmade USA 
#etsyshop #etsyhandmade #shopsmall… https://t.co/k7hq9Nqvmm",4
250,2021-03-17 06:50:49,sweetiepiecassy,"Toronto, Ontario","Just did a review on the #Heimish Black Tea Mask Pack 🫖 

#kbeauty #koreanskincare #facemask #selfcare https://t.co/PcH0DbEZbd",2
251,2021-03-23 12:00:43,urbanpearlgirl,Dallas TX USA,Red Face Mask Over the Head Adjustable Scarlet Crimson Red Print Face Mask Face Cover https://t.co/00Udo7mY4L #Etsy… https://t.co/A8JpxSg4X8,2
252,2021-03-17 23:00:06,Kali_Marcum,Internet Mall,Atlanta Falcon Cloth Face Mask Washable Made in USA Handmade Breathable Reusable #Atlanta #Falcons #AtlantaFalcons… https://t.co/tiVNEIS9z5,4
253,2021-03-21 08:52:30,HurmerintaArt,Finland,"Colorful and Beautiful Sealife of the Red Sea.

#facemasks

https://t.co/zMc28XFLcN #findyourthing #redbubble",0
254,2021-03-19 21:49:26,masque242,Europe,"#Green and beige #tartan Face mask, #fitted cotton Reusable - washable #facemask, tartan #handmade dust face mask,… https://t.co/5VoKMRKrOc",4
255,2021-03-21 19:49:26,masque242,Europe,"#pumpkin #lilac #facemask, #fitted fun floral #Reusable and #washable #facemask, dust home choir face mask, hairsty… https://t.co/dMaAYrUmb0",4
256,2021-03-21 19:02:59,Shacabkeena,"Burco,Somaliland  ","#donate
Donate a face mask to the poor people living in Burao. #facemasks #fundraising #Somaliland https://t.co/JwySH2ANIh",1
257,2021-03-18 10:44:19,BluediamondsGS,Derbyshire,handmade facemask washable warm leopard print re-useable cotton face covering | eBay #handmade #reusable #washable… https://t.co/9PkBqAovBH,4
258,2021-03-22 11:35:04,PCMCamisetas,El Mundo,"Save up to 30% Off everything
#gifts #wallart #apparel #homedecor #office #tech #bags #furniture #tabletop #outdoor… https://t.co/diKrnW2CCM",3
259,2021-03-19 14:35:06,Sunleil,,#StaffordshireTerrier Reusable #FaceMasks - Washable in Hot Water and can be Tumbled Dry #Masks are 2 layered and m… https://t.co/PW3sxcfZSv,4
260,2021-03-18 23:56:09,sofiartmedia,Israel,"SOLD ))
Cute bunny cartoon Happy Easter Egg Hunt Kids' Cloth Face Mask 
#zazzle #mask #coronavirus #zazzle… https://t.co/S80D4TeqRV",2
261,2021-03-22 16:59:35,urbanpearlgirl,Dallas TX USA,Blue Face Mask With Toggle Adjustable Over the Head Fashion Mask Blue Waves Face Covering https://t.co/eudIfgAGCM… https://t.co/kMVv5gUJJk,2
262,2021-03-18 02:46:27,KentPiano,,"@lorrain00414525 Masks are the sinister uniform of the NWO - wearing a #facemask says ""this is all fine by me, I ob… https://t.co/rzY4lYbjKv",0
263,2021-03-20 13:43:23,masksrusuk,46 Central Road KT4 8HY,"We hope everyone is having a good start to the weekend! #handsfacespace 🏆
#weekendvibes 
#facemasks https://t.co/TP2cae2EaI",0
264,2021-03-23 21:26:00,Promotions_Now,New Jersey,Deep Discounts on In Stock Face Masks PLUS Free Shipping! Order Now!  https://t.co/NbJruYOoBu  #masks #facemasks… https://t.co/4nI6iyzmbE,3
265,2021-03-24 00:29:39,Me08210187,,If there were no #facemasks would you know there was a pandemic? @JuliaHB1,1
266,2021-03-22 17:01:06,BluediamondsGS,Derbyshire,https://t.co/vTyqd6dl0D Bluediamonds Gift Shop https://t.co/vTyqd6dl0D #amazon #gifts #handmade #jewellery… https://t.co/2nW173ZNTT,0
267,2021-03-17 21:45:07,Moomettes,"New England, USA",Scissors Face Mask #Hair Stylist #Hairdresser #Cosmetology #Sewing Gold Orange #Facemask Handmade USA… https://t.co/le8dXeLyhx,0
268,2021-03-21 07:51:57,BuyBulkDisplays,"Mishawaka, Indiana USA","Face Mask Dispensers

SHOP NOW: https://t.co/WA49DzlXw3

Our acrylic face mask dispensers are available in two styl… https://t.co/WR13FwYbJi",0
269,2021-03-20 20:15:00,TshirtPainter,,"#Zazzle  graphic cloth #facemasks #Camouflage all colors #USAFlags  #Military 
https://t.co/7RHiTHOZW4  https://t.co/hOgcg1WzPZ",2
270,2021-03-20 22:49:07,MGDezigns,Online,Classy Tennis Balls Pattern Sports Premium Face Mask | https://t.co/gDDpC2LWjN https://t.co/htT6SBMod8 #tennis… https://t.co/Yc1AJsD4Fp,2
271,2021-03-18 15:00:51,urbanpearlgirl,Dallas TX USA,Colorful Designer Face Mask With Toggle Multi Color Aboriginal Art Print Mask Adjustable Face Covering Blue Green Y… https://t.co/VML9aJZz6t,2
272,2021-03-21 19:35:56,HWKouture,"Hollyweird, CA","Shop my sale: 40% off. #etsy #shopsmall #etsysale #etsygifts #etsyfinds https://t.co/RaYdmylH3J
Sunday Etsy Spring… https://t.co/MPDlCjx5SJ",3
273,2021-03-17 11:38:46,AdamclickIn,"Gurgaon, Haryana","Buy KN95 masks😷 at an unbelievably discounted price🤩. Hurry!! Buy Now🔥
#adamclick #Dilkholkey #mask #masks… https://t.co/qNq7F3COzz",3
274,2021-03-22 20:22:26,benking01,"South Devon, UK",Are staff in your school consistently wearing #facemasks indoors?,1
275,2021-03-23 14:03:58,WaltonCharity,"Elmbridge, Surrey","What are your lockdown memories? To mark the #lockdownanniversary, we're creating a time capsule to help future gen… https://t.co/A7gDAdQJO6",1
276,2021-03-20 00:11:33,foatdesign,Minneapolis MN - Charleston SC,"Another batch out the door 😷 👊

💛❤💚

#foatdesign #handmade #facemasks #shopsmall @ Foat Design https://t.co/4jE49tJ0al",4
277,2021-03-24 19:26:00,Promotions_Now,New Jersey,Deep Discounts on In Stock Face Masks PLUS Free Shipping! Order Now!  https://t.co/NbJruYOoBu  #masks #facemasks… https://t.co/BAc0r1FHaP,3
278,2021-03-18 17:45:02,Moomettes,"New England, USA",It's almost #Spring which means after that comes #Summer Floral Face Mask Aqua Gray #Tropical Adjustable Fitted… https://t.co/QibPxSg61a,2
279,2021-03-18 23:50:56,sofiartmedia,Israel,"Cute bunny cartoon Happy Easter Egg Hunt Adult Cloth Face Mask 
#zazzle #mask #coronavirus #zazzle #ZazzleMade… https://t.co/I7xK4tm8CK",2
280,2021-03-18 20:55:33,VipulDesigns,,Halloween Orange Black Spooky Design Costume Party Face Mask https://t.co/auyxb713pl #facemask #WearAMask #Covid19 https://t.co/rsWqkD5cVu,2
281,2021-03-22 20:30:08,Moomettes,"New England, USA",#Daisies Face Mask Floral White Yellow #Flowers on Blue Adjustable Soft Elastic #Facemask Handmade USA… https://t.co/gz5YpDgBtr,2
282,2021-03-17 23:41:03,LindaSunshine66,"Fremantle, Perth (WA)",How to wear a face mask...  New York. If she had a virus on her face mask - infected.  Face Masks - No protection a… https://t.co/24Wz0sGH7p,1
283,2021-03-20 23:17:26,Scott1984FP,"Bedford, Bedfordshire, Uk,","@Ali1Ruggers @ablej5 @drjanaway @LozzaFox Most Worldwide Pandemics,

Restrictions, #FaceMasks , Etc, Last 2 Years &amp;… https://t.co/qOpeqSXyI2",1
284,2021-03-22 18:00:00,BuyDirectUSA,Missouri USA,"Intrepid Disposable Face Masks are made in Los Angeles, California. They are made with 3 layers of soft &amp; breathabl… https://t.co/7dFFxf0N6F",4
285,2021-03-19 02:42:50,patrali7,Silicon Valley,"@appleinsider @tim_cook Mr. Cook @tim_cook , if you would be so kind as to want to support a local artist &amp; a tiny… https://t.co/ac2lQt7uQf",2
286,2021-03-23 16:24:47,Kapimagen,"Garfield, NJ","Aladdin Genie Facemask.
Aladdin Genie Quote, “Often Imitated Never Duplicated” Inspired.
#gift #facemask #facemasks… https://t.co/E9p0mZwgY4",0
287,2021-03-23 08:56:34,PCMCamisetas,El Mundo,"#gifts #tshirts #homedecorideas #bags #mugs #tech #office #wallart #facemasks

Design The black van #ATeam #80s… https://t.co/TuD4lFU9z2",0
288,2021-03-18 18:55:30,bbmackey,"near Philadelphia, PA, USA","Get an exotic mask, my photo printed on them at Redbubble #RBandME:  https://t.co/x5yeZsnbDQ #findyourthing… https://t.co/AwB6XWXPMn",2
289,2021-03-17 20:42:01,KISSMediaCo,"Los Angeles, CA","What happened to the flu season?
https://t.co/WASEj2a0wX
#flu #health #pandemic #shots #vaccinations #N95 #facemask",1
290,2021-03-17 15:03:16,ag_geeks,"Philadelphia, PA","Black 100%Cotton Face Mask with Filter Pocket https://t.co/eL0383oLMb via 
@Etsy #goth #gothic #washablefacemask… https://t.co/5I4ypD4H79",4
291,2021-03-24 13:15:11,WTTB_Print,United Kingdom,"Ideal for public transport, our #PPE safety kits contains a variety of single-use health essentials, including glov… https://t.co/HFFKM4ifJz",1
292,2021-03-21 01:16:05,hustlenomics916,"Sacramento, CA",Just saw this on #Amazon: Disposable #FaceMasks of 50 Pack Disposable Mask-Black by SUDILO for $13.99… https://t.co/LAhMOJtqPk,4
293,2021-03-24 13:49:45,abbacinobags,Mallorca,"🐾 If your heart is full of pet footprints, these #facemasks with the animal print will be theirs favourite. 🐾 Buy n… https://t.co/fDMSsOJjQ2",0
294,2021-03-21 14:05:02,Moomettes,"New England, USA",#Daisies Face Mask Floral White Yellow #Flowers on Blue Adjustable Soft Elastic #Facemask Handmade USA… https://t.co/6QEMSAIXGl,4
295,2021-03-19 08:57:04,LeeHillerLondon,Arkansas,"🌸✋🌼😷💮👐🌸😷🌼✋💮
#facemasks #facemasks4all
#gifts #shoppingonline #healthandsafety#onlineshopping #socialdistancing… https://t.co/W6DgLE2q0y",1
296,2021-03-17 08:59:00,urbanpearlgirl,Dallas TX USA,Adjustable Over the Head Blue Face Mask Cotton Washable Fashion Blue Face Covering https://t.co/nOdBqO0ppY… https://t.co/YR9p1qJuKo,4
297,2021-03-23 02:00:07,urbanpearlgirl,Dallas TX USA,Colorful Aboriginal Art Print Face Mask With Toggle Black and White Adjustable Face Covering Over The Head Mask Bus… https://t.co/R1Dh6TJjZh,2
298,2021-03-21 10:17:04,loveashoplin,London UK,"Express yourself &amp; stay safe
Face masks and headscarves available. 
https://t.co/wo6teM4c27
(eBay seller: loveashop… https://t.co/U3ZLWLIsDM",1
299,2021-03-18 11:25:00,DirectorsTalk,,Are two face masks better than one for COVID-19 protection? - https://t.co/OUFlwUk0e3 - #RMS @RMS_plc #Pharm2Farm… https://t.co/hBmm22662f,1
300,2021-03-19 19:30:26,Moomettes,"New England, USA",#Elegant Black Floral Face Mask Fitted Flowers Gold Flowers Black Metallic Shiny Adjustable #Facemask Handmade USA… https://t.co/fNlKXx9bfB,2
301,2021-03-17 00:52:31,edenandtheapple,"New York, England","Me: Do you think people with big ears have an easier time with Facemasks?

Husband: Why? 

Me: Well they have more… https://t.co/FLe6KvSfGo",0
302,2021-03-22 18:01:46,tradelocks,"Manchester, England","Looking for #PPE? We’ve got you covered! Shop great value &amp; quality PPE for everyone &amp; every job at #TradeLocks, in… https://t.co/tsE6S0Qpc7",4
303,2021-03-18 10:00:56,pasob_portal,Radeberg,"#Masks desgned by pASob @TeePublic

https://t.co/Bn5vCPk1hy

#facemask #masks #facecover #clothmasks #custommasks… https://t.co/2w6GdpILIQ",2
304,2021-03-19 03:01:42,urbanpearlgirl,Dallas TX USA,Mens Black Route 66 Adjustable Over the Head Face Mask Cotton Fashion Face Covering Alexander Henry Car Mask… https://t.co/yAScUv1kUi,2
305,2021-03-24 12:28:03,FAMAPRO3,,"Protect yourself through our perfect masks

#facemasks #Famapro #surgicalmasks #3plymasks #disposablemasks https://t.co/YazI71LanA",1
306,2021-03-21 03:57:23,urbanpearlgirl,Dallas TX USA,Black And White Face Mask Aboriginal Art Print Mask Adjustable Over The Head Face Covering Bush Tucker… https://t.co/HqhWbp1Y4w,2
307,2021-03-21 22:13:07,MGDezigns,Online,Classy bowling Ball Sports Personalized Premium Face Mask https://t.co/JlNVvhYymh #sports #bowling #covid… https://t.co/v2GYt78r7y,2
308,2021-03-17 08:15:04,Moomettes,"New England, USA",#Bumblebee Face Mask Purple White Silver Metallic #Bees Fitted #Facemask Handmade USA https://t.co/P6WSlOuUkW… https://t.co/J6XmcRVup6,2
309,2021-03-18 12:57:40,ginkgo_events,Chester and UK,"❤️Another Luxury Care Package on it’s way to surprise someone today ❤️ 

#fairtrade #ethicallysourced… https://t.co/vuZXAKJ70U",0
310,2021-03-23 12:01:20,_SaniStation,UK,Quick trip to @LeedsHospitals today and great to see our Infection Control Units playing sentry duty in the LGI ent… https://t.co/oT2RD8Ylh2,1
311,2021-03-19 22:55:38,urbanpearlgirl,Dallas TX USA,Mens Black Route 66 Adjustable Over the Head Face Mask Cotton Fashion Face Covering Alexander Henry Car Mask… https://t.co/kYHz5LwQnv,4
312,2021-03-22 20:59:05,eVisitorGuide,"CHI, MKE, STL & Nashville","Hey...If anyone needs #PPE, our friends at @nolapub have #facemasks for sale. The regular disposable masks are $35… https://t.co/VPAiffsQuo",4
313,2021-03-19 21:12:03,eVisitorGuide,"CHI, MKE, STL & Nashville","Hey...If anyone needs #PPE, our friends at @nolapub have #facemasks for sale. The regular disposable masks are $35… https://t.co/00zxTyfjv6",4
314,2021-03-18 19:41:31,franlondon,"Kihei, whenever possible",@atrupar I can’t hear you when your nose is outside of your #facemask,0
315,2021-03-23 06:00:03,Moomettes,"New England, USA",Gray Face Mask Pink Sand Green Neutrals Geometric Adjustable Fitted #Facemask Handmade USA https://t.co/Nu1uepdCLA… https://t.co/k6AtmOsq8P,2
316,2021-03-17 12:20:12,ElexadentUK,"Kemp House, 152 City Rd London","Clearance Offer!
Face Mask Type IIR Ear Loop – Blue 3 Ply with ear loops
-Integrated nose clip
-Secure ear loops
-B… https://t.co/kjbRaqliwv",4
317,2021-03-23 16:42:19,Moomettes,"New England, USA",You take great care putting together outfits Add aStylish Aqua Blue Floral Face Mask Batik Reversible Adjustable Fi… https://t.co/SUDMMfjv2A,2
318,2021-03-20 22:57:04,urbanpearlgirl,Dallas TX USA,Black and White Purple Face Mask Fitted Adjustable Colorful Cotton Aboriginal Art Print Purple Face Covering… https://t.co/9bjVMMeSkK,2
319,2021-03-20 11:52:21,TheKashmirPulse,"Pulwama, J&K, India","Citizens without face masks will be fined: DC Srinagar | https://t.co/QO1lX38f8V

#Health | #Coronavirus(COVID-19) #FaceMasks #Srinagar",1
320,2021-03-21 22:00:23,FaydeEurope,United Kingdom,"Exercise and Keep Fit. Under Armour Face Mask Cover 3 Layer Washable Breathable, Gym Workout Sports Buy Now -… https://t.co/0S5KTkcLQ4",4
321,2021-03-20 12:30:00,viro_armour,,"Better understanding about #COVID19 can make us #staysafe. Check why #Masks are mandatory for everyone.

#facemasks… https://t.co/R3fpzx1rZ9",1
322,2021-03-22 18:40:24,Scarfy04,Maimi,"Do not give up. You will also have a car and a house one day. Look at yourself now, you have a #facemasks , something you never dreamt of",0
323,2021-03-22 03:39:09,LindaJCallaghan,Blue Mountains National Park,Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/lIBTdquh50 #findyourthing… https://t.co/CK4qIkGaY0,0
324,2021-03-18 07:00:23,urbanpearlgirl,Dallas TX USA,Red Face Mask Over the Head Adjustable Scarlet Crimson Red Print Face Mask Face Cover https://t.co/00Udo7mY4L… https://t.co/QoNqGM5gj6,2
325,2021-03-17 19:30:15,HerMileun,"Atlanta, GA","St. Patrick's Day Mask
30%OFF ENTIRE STORE

#fashion #onlineboutique #jewelry#celebrityinspired #fashionista… https://t.co/RFh0zf3dgU",3
326,2021-03-19 18:22:13,FaceCoverUS,"North Bergen, NJ, USA","One of our best selling masks!! Crimson Red!!
Shop now at https://t.co/T3R8xCp6Ry
#facecover #facemasks… https://t.co/oaeJWF9d5g",3
327,2021-03-17 13:19:25,masque242,Europe,"#Blue #violet tartan #Face #mask, #fitted #cotton #Reusable - #washable #facemask, #tartan mask, handmade dust face… https://t.co/F0nt7ajq0o",4
328,2021-03-20 17:10:02,Moomettes,"New England, USA",#Coffee Lover Face Mask Brown Cream Adjustable Handmade USA https://t.co/WqbbzSd2OW #etsyshop #etsyhandmade… https://t.co/4s8TMUL2xM,2
329,2021-03-21 03:21:22,SunjayJK,Gurgaon 🌍 🌏 🌎 world,"@pbhushan1 In over a decade, First BS Tweet I've seen from @pbhushan1 Ji! esp the 1st #tRump #GOP like part on… https://t.co/yc7hwNIfYQ",0
330,2021-03-18 04:19:25,masque242,Europe,"#Neoprene #black #roses #facemask, #fitted one layer scuba #adjustable face mask, neoprene #reusable and #washable… https://t.co/BMuNafi360",4
331,2021-03-18 09:00:30,urbanpearlgirl,Dallas TX USA,Black and White Purple Face Mask Fitted Adjustable Colorful Cotton Aboriginal Art Print Purple Face Covering… https://t.co/lL2aHBMqb8,2
332,2021-03-21 20:58:22,urbanpearlgirl,Dallas TX USA,Multi Color Face Mask With Toggle Colorful Cotton Aboriginal Art Print Adjustable Over The Head Face Covering Austr… https://t.co/GE70Yhgfkl,2
333,2021-03-22 07:59:02,urbanpearlgirl,Dallas TX USA,Red Face Mask Over the Head Adjustable Scarlet Crimson Red Print Face Mask Face Cover https://t.co/00Udo7mY4L… https://t.co/WN1oS1gYvv,2
334,2021-03-21 10:37:01,ArtworksMestres,Barcelona · Catalunya · Spain,Cute face mask with a design based on a beautiful geometric abstraction in green colors. https://t.co/H81lTuVuPx… https://t.co/tLNHEPruiO,2
335,2021-03-19 16:15:55,FabricFrames,"Deptford, NJ USA",https://t.co/NrQQtWTuXb #zazzle #custom #tea #time #fruit #leaves #pink #teapot #teacup #kettle #Mask #facemask… https://t.co/bIJpIvktUx,2
336,2021-03-18 17:37:31,freyjja5,,"“At bars and restaurants all over #rural #Wisconsin, not wearing a #FaceMask is as much a badge of honor as putting… https://t.co/WrpvexRaf8",0
337,2021-03-19 00:01:15,AmlifeFaceMasks,"Los Angeles, CA",Wanna look cool with a Face Mask? Amlife has bring you the opportunity for looking awesome even with a Mask! Shop o… https://t.co/LDktslDiIz,2
338,2021-03-20 03:30:02,Moomettes,"New England, USA",Colorful #Beach Face Mask Adjustable Soft Elastic #Facemask Handmade USA https://t.co/e1kR3ZTn1V #etsyshop… https://t.co/2gVOjBhu1U,2
339,2021-03-17 14:00:01,funkyartist,"Washington, DC",Here’s an interesting mix of two new trends dealing with #covid19 and #blindboxes: Face #masks in #blindpackages.… https://t.co/54RqRoiNWn,0
340,2021-03-20 14:32:23,CACGraphics,NYC • LI,"Happy first day of spring!🌼
https://t.co/KOujAmnE1J
New artwork for sale- Prints, home decor items &amp; more 
#spring… https://t.co/Pr0QjjsP9k",0
341,2021-03-17 15:05:19,ag_geeks,"Philadelphia, PA",Girl Power 100%Cotton Face Mask with Filter Pocket https://t.co/PCRkNb6D0S via @Etsy  #facemask #mask #masks… https://t.co/CxoSfYiEKc,4
342,2021-03-18 17:03:40,VanBeeArt1,,"Facemask your borough 
#hackney #facemask 

https://t.co/8uxTSxf42j #findyourthing #redbubble",0
343,2021-03-20 16:50:33,marian_kwei,,Luxury digital fashion magazine is seeking #studdedfacemasks for an editorial. Deadline April 10th. Email - info@th… https://t.co/dz6y8awcdr,0
344,2021-03-18 06:13:03,cine31,Olhão - Portugal,"""Keep Calm And..."" T-Shirts @teepublic 
⠀
https://t.co/vU2UzvxOfU ⠀
⠀
#madmax #theflash #flash #madmaxfuryroad… https://t.co/eR6FHXzjQ8",0
345,2021-03-17 19:36:02,martavision,Southern California,"Why was there no flu?
https://t.co/Qz9vWykcLm
#flu #health #pandemic #shots #vaccinations #N95 #facemask",0
346,2021-03-18 20:27:50,ckplushnstuff,Arkansas,"Making a few Cute Ghost Type Pokémon face mask! I am loving this fabric!

#customhandmade #custommasks #pokemon… https://t.co/ezc9ezrd0Y",2
347,2021-03-23 04:15:03,Moomettes,"New England, USA",Navy Blue Face Mask White Polka Dot #Facemask Handmade in USA https://t.co/cQYlLJTmde #etsyshop #etsyhandmade… https://t.co/sGTEcZY9EK,2
348,2021-03-22 15:58:17,VetrepreneurOne,"Far Rockaway Beach, NY 11691",https://t.co/jenYLYeXEQ It's #TooSoon to #GoTo #Normal w/o #FaceMasks😷 #People #Should #Wait for 2nd #Shot of… https://t.co/SWA2p6Qe6T,0
349,2021-03-24 16:40:15,HWKouture,"Hollyweird, CA",Shop my sale: 40% off. #etsy #shopsmall #etsysale #etsygifts #handmade #spooky #cute #facemasks… https://t.co/09q9cuDtQl,2
350,2021-03-24 13:15:02,Moomettes,"New England, USA",Easter Egg Face Mask Pastel Blue Yellow Pink Purple Adjustable #etsyshop #etsyhandmade #shopsmall #ROCTeam… https://t.co/L3ltHvChHq,2
351,2021-03-19 09:40:01,patricksavalle,Wappiestan,"2/ #FACEMASKS

The Science is Conclusive: Masks and Respirators do NOT Prevent Transmission of Viruses

https://t.co/SgAzqRDsGi",0
352,2021-03-20 11:17:53,HurmerintaArt,Finland,"All These Butterflies. Large size design. Great on textile, home decor and also on accessories and wall art.… https://t.co/ImDrM8Hn56",2
353,2021-03-24 17:01:58,maheshpansare,"Pune, India","@RachelRofe Here’s what happened when I tested Etsy’s new face mask attributes
https://t.co/EEdUCPCWGh #FaceMasks… https://t.co/buFH42ardL",0
354,2021-03-19 11:51:15,phuffdaddy,"Washington, DC, USA","endorsing a libertarian position of ""to each his own"" on #facemasks @RandPaul repeats his argument with #DrFauci to… https://t.co/Fo65cJG4qz",0
355,2021-03-20 00:58:11,sacramento_copy,Sacramento Ca,"https://t.co/5g2DHIbueL
Comfy Masks $4.95 each

Promote a safe and healthy lifestyle along with your logo with o… https://t.co/KXgmhO1nZQ",4
356,2021-03-19 01:10:35,FabricFrames,"Deptford, NJ USA",#zazzle #custom #facemasks #masks #mask #facemasksforsale #sale 15% off #code ZSHIRTSTODAY ends #Mar18 2021… https://t.co/s7OPP1PX0E,0
357,2021-03-23 02:30:09,Moomettes,"New England, USA",Baseballs Face Mask Red White Blue #Baseball #Sports Handmade USA https://t.co/0D8h1GmR6t #etsy #etsyshop… https://t.co/Qv3wWG4SjE,2
358,2021-03-18 11:05:11,KellyanneArt,UK,"Available at: https://t.co/33RtNofoAT

#FaceMask #Mask #Badge #Pin #Tee #TShirt #Sticker #RedbubbleStickers #Geeky… https://t.co/gQiNzn4Bvi",0
359,2021-03-22 20:22:21,AltarWeddings,,"SOLD! 3x Tribal Shaman BlackWhite Face Mask • CP
Read the full article: Popular Face Mask designs
▸… https://t.co/Qe6rOItWNz",2
360,2021-03-23 14:30:43,CushionPrint,"Nottingham, UK","We are still supplying PPE - acrylic guards, aprons, face masks, sanitising stations.
For price and availability on… https://t.co/UL5xWWVo9w",0
361,2021-03-20 11:59:29,ArtandPatterns,"London, England","Are you looking to #buy #Colourful #Handmade #Art #Bags #Facemasks #Earrings - Treat yourself, family and friends -… https://t.co/LbXlV4AQQ3",2
362,2021-03-19 15:25:28,ArtDecoFineArt,"Los Angeles, California","A series of art pieces saluting the cities of the #UnitedStates and the world. Besides #wallart, they will fit perf… https://t.co/h1KmeKElBh",0
363,2021-03-18 01:01:24,JCRR_Amway,,"Happy St. Patricks Day! 🇨🇮☘️💚 Showing off our Green Products for luck 🍀
#stpatricksday #green #luck #clover #amway… https://t.co/8GozU3SLMk",0
364,2021-03-17 09:29:06,stankeviciusint,"Dublin, Ireland",Stankevicius International: Purchasing 3M N95 1860 and 3M N95 8210 Face Masks Inquiries via https://t.co/crXdkaaVGz… https://t.co/R961y5hTwk,0
365,2021-03-18 01:15:03,sunshinesmasks,florida ,Perfect mask this season #babybunny #adoptdontshop #alluarjun #eastereggs #baby #kawaii #rabbitlover #fluffy… https://t.co/SiwrS1sEnK,2
366,2021-03-21 14:35:25,lissybelle,"Bronx, New York",Check out Mermaid Hydrating Face Mask and Headband Set #NPW #FaceMasks https://t.co/IIkoE5B8q6 via @eBay,0
367,2021-03-18 21:01:20,urbanpearlgirl,Dallas TX USA,Dark Green Face Mask Cotton Washable Reusable Adjustable Over The Head Team Colors Green Bay Packers Mask Celtics J… https://t.co/cT3a4eEF01,4
368,2021-03-17 20:05:04,sunshinesmasks,florida ,Fans are everywhere . #houston #texas #tx #houstontx #houstontexas #houstonrockets #houstonblogger #houstonastros… https://t.co/s7yZV3yOVG,0
369,2021-03-17 09:29:48,libertysoap,"Abington, PA",Adult Washable Reusable Fitted Cloth Face Mask With Two Layers Of Cotton Fabric With Small Blue Flowers Yellow Back… https://t.co/FFJLEYw0Qv,4
370,2021-03-17 12:49:26,masque242,Europe,"Pink #facemask, #geometrical print #fitted #Reusable and #washable lycra face mask, dust home choir face mask, hair… https://t.co/VXlrquBlyd",2
371,2021-03-17 03:38:34,iacocaatelier,Cebu,"Our quilted face mask within the walls of @ifm939cebu 

Basta Wednesday, Happy Idol day!

Photo by DJ Aiko
.
.
.
.… https://t.co/ijQPqqjpMR",0
372,2021-03-22 11:00:07,DealsAndGifts,United Kingdom,"** Face Masks **

Click https://t.co/ZjHJCfuWFW  to view the latest face mask products and deals!

#FaceMasks #KN95 https://t.co/vi4DGEeASP",3
373,2021-03-22 00:58:37,urbanpearlgirl,Dallas TX USA,Route 66 Face Mask With Toggle Adjustable Over The Head Cotton Fashion Car Masks https://t.co/vDUjA7GEaC #facemasks… https://t.co/CZ9DSK1QS5,4
374,2021-03-17 14:15:07,Moomettes,"New England, USA",Dark Blue Floral Face Mask Batik Reversible Adjustable #Facemask Handmade in USA https://t.co/RTXLb14FnE #etsyshop… https://t.co/fYfbIAutGG,2
375,2021-03-20 23:00:11,Kali_Marcum,Internet Mall,Face Mask Marvel Comics DC Superman Hulk Avengers Iron Man Star Wars Superhero #facemasks #Marvel #comics #superman… https://t.co/JssR0rBXsS,2
376,2021-03-19 12:01:34,ethiqana,United Kingdom,As we’re coming up to the year anniversary of the first UK #Lockdown 💔 you might be looking to upgrade your face ma… https://t.co/tGw2iC3WgT,2
377,2021-03-17 17:09:07,AtiqaOdhoBrand,Pakistan,"#Atiqa wearing one of her beautiful #Crystal #Flowers #FaceMask back on a shoot set earlier today.

#SafetyFirst… https://t.co/H2ijVoLR8V",2
378,2021-03-21 11:19:18,Morris2022,"Atlanta, GA","The scenes from the viewing of Magufuli are horrific!

Again what is the beef between #Tanzania Citizens and #facemasks",0
